study_id,study_role,analysis_id,analysis_summary,source_metabolite_id,analysis_feature_id,source_reported_name,refmet_name,refmet_id,super_class,main_class,sub_class,mapping_status,mapping_confidence,mapping_evidence,isotope_internal_standard_row,standard_detection_evidence,row_decision
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875311,ST003348|AN005483|ME875311,2-Oxoarginine,2-Oxoarginine,RM0042323,Organic acids,Keto acids,Short-chain keto acids,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875252,ST003348|AN005483|ME875252,2-Piperidinone,2-Piperidinone,RM0016041,Organoheterocyclic compounds,Piperidines,Piperidinones,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875461,ST003348|AN005483|ME875461,25-Hydroxyvitamin D3,25-Hydroxyvitamin D3,RM0135793,Sterol Lipids,Secosterols,Vitamin D3,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875258,ST003348|AN005483|ME875258,3-Amino-2-piperidone,3-Amino-2-piperidone,RM0135942,Organoheterocyclic compounds,Piperidines,Piperidinones,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875272,ST003348|AN005483|ME875272,3-Carboxy-4-methyl-5-propyl-2-furanpropionic acid(CMPF),,,Unclassified,Unclassified,Unclassified,unmapped_no_refmet_name,not mapped,MW /data refmet_name; no exact classification-cache match,False,No explicit stable-isotope suffix detected,Retain for within-study PCA; omit from RefMet overlap
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875345,ST003348|AN005483|ME875345,"3-Hydroxy-N6,N6,N6-trimethyl-L-lysine","3-Hydroxy-N6,N6,N6-trimethyl-lysine",RM0136098,Organic acids,Amino acids and peptides,Amino acids,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875350,ST003348|AN005483|ME875350,3-Methoxytyrosine,3-O-Methyl-DOPA,RM0205095,Organic acids,Amino acids and peptides,Amino acids,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875284,ST003348|AN005483|ME875284,4-Acetamidobutanoic acid,4-Acetamidobutanoic acid,RM0042346,Organic acids,Amino acids and peptides,Amino acids,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875341,ST003348|AN005483|ME875341,4-Aminoantipyrine,4-Aminoantipyrine,RM0204232,Alkaloids,Anthranilic acid alkaloids,Quinoline alkaloids,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875367,ST003348|AN005483|ME875367,4-Formylaminoantipyrine,,,Unclassified,Unclassified,Unclassified,unmapped_no_refmet_name,not mapped,MW /data refmet_name; no exact classification-cache match,False,No explicit stable-isotope suffix detected,Retain for within-study PCA; omit from RefMet overlap
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875560,ST003348|AN005483|ME875560,4-Pyridoxic acid,4-Pyridoxic acid,RM0030084,Alkaloids,Pyridine alkaloids,Nicotinic acid alkaloids,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875286,ST003348|AN005483|ME875286,4-Trimethylammoniobutanoic acid,3-Dehydroxycarnitine,RM0136342,Fatty Acyls,Fatty esters,Acyl carnitines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875425,ST003348|AN005483|ME875425,5'-Methylthioadenosine,5'-Methylthioadenosine,RM0136067,Nucleic acids,Purines,Purine ribonucleosides,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875334,ST003348|AN005483|ME875334,5-Hydroxyindoleacetic acid,5-Hydroxyindoleacetic acid,RM0135989,Alkaloids,Tryptophan alkaloids,Indoleacetic acids,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875371,ST003348|AN005483|ME875371,"7,8-Dihydrobiopterin","7,8-Dihydrobiopterin",RM0118349,Organoheterocyclic compounds,Pterins,Biopterins,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875304,ST003348|AN005483|ME875304,7-Methylguanine,7-Methylguanine,RM0156417,Nucleic acids,Purines,Hypoxanthines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875339,ST003348|AN005483|ME875339,ADMA+SDMA,Dimethylarginine,RM0131870,Organic acids,Amino acids and peptides,Amino acids,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875452,ST003348|AN005483|ME875452,AcCa(12:0)-D9,CAR 12:0,RM0154012,Fatty Acyls,Fatty esters,Acyl carnitines,excluded_isotope_labeled_or_internal_standard,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,True,Explicit stable-isotope suffix in source-reported name,Exclude row from biological analyses
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875470,ST003348|AN005483|ME875470,AcCa(18:0)-D3,CAR 18:0,RM0153850,Fatty Acyls,Fatty esters,Acyl carnitines,excluded_isotope_labeled_or_internal_standard,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,True,Explicit stable-isotope suffix in source-reported name,Exclude row from biological analyses
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875399,ST003348|AN005483|ME875399,Adenosine,Adenosine,RM0135870,Nucleic acids,Purines,Purine ribonucleosides,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875420,ST003348|AN005483|ME875420,Adipoylcarnitine(AcCa(6:0-DC),CAR DC6:0,RM0154030,Fatty Acyls,Fatty esters,Acyl carnitines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875552,ST003348|AN005483|ME875552,Alanine+Sarcosine,Alanine,RM0135898,Organic acids,Amino acids and peptides,Amino acids,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875326,ST003348|AN005483|ME875326,Antipyrine,Antipyrine,RM0200158,Organoheterocyclic compounds,Azoles,Pyrazoles,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875477,ST003348|AN005483|ME875477,Arachidylcarnitine(AcCa(20:0),CAR 20:0,RM0154165,Fatty Acyls,Fatty esters,Acyl carnitines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875382,ST003348|AN005483|ME875382,Asp-Ile,Asp-Ile,RM0129796,Organic acids,Amino acids and peptides,Dipeptides,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875383,ST003348|AN005483|ME875383,Asp-Leu,Asp-Leu,RM0001725,Organic acids,Amino acids and peptides,Dipeptides,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875411,ST003348|AN005483|ME875411,Asp-Phe,Asp-Phe,RM0137512,Organic acids,Amino acids and peptides,Dipeptides,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875259,ST003348|AN005483|ME875259,Betaine,Betaine,RM0135869,Organic acids,Amino acids and peptides,Amino acids,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875558,ST003348|AN005483|ME875558,Bilirubin,Bilirubin,RM0135872,Organoheterocyclic compounds,Bilirubins,Bilirubins,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875533,ST003348|AN005483|ME875533,Biliverdin,Biliverdin,RM0136810,Organoheterocyclic compounds,Bilirubins,Bilirubins,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875568,ST003348|AN005483|ME875568,Biliverdin isomer1,Biliverdin,RM0136810,Organoheterocyclic compounds,Bilirubins,Bilirubins,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875569,ST003348|AN005483|ME875569,Biliverdin isomer2,Biliverdin,RM0136810,Organoheterocyclic compounds,Bilirubins,Bilirubins,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875570,ST003348|AN005483|ME875570,Biliverdin isomer3,Biliverdin,RM0136810,Organoheterocyclic compounds,Bilirubins,Bilirubins,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875375,ST003348|AN005483|ME875375,Biotin,Biotin,RM0028735,Organoheterocyclic compounds,Biotins,Biotins,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875363,ST003348|AN005483|ME875363,Butenylcarnitine(AcCa(4:1),CAR 4:1,RM0154020,Fatty Acyls,Fatty esters,Acyl carnitines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875369,ST003348|AN005483|ME875369,Butyrylcarnitine(AcCa(4:0),CAR 4:0,RM0153847,Fatty Acyls,Fatty esters,Acyl carnitines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875337,ST003348|AN005483|ME875337,Caffeine,Caffeine,RM0032992,Nucleic acids,Purines,Xanthines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875254,ST003348|AN005483|ME875254,Choline,Choline,RM0028739,Organic nitrogen compounds,Cholines,Cholines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875333,ST003348|AN005483|ME875333,Citrulline,Citrulline,RM0136022,Organic acids,Amino acids and peptides,Amino acids,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875416,ST003348|AN005483|ME875416,Clenbuterol-D9,,,Unclassified,Unclassified,Unclassified,excluded_isotope_labeled_or_internal_standard,not mapped,MW /data refmet_name; no exact classification-cache match,True,Explicit stable-isotope suffix in source-reported name,Exclude row from biological analyses
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875454,ST003348|AN005483|ME875454,Cortisol,Cortisol,RM0135767,Sterol Lipids,Steroids,C21 Steroids,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875317,ST003348|AN005483|ME875317,Cotinine,Cotinine,RM0040469,Alkaloids,Pyridine alkaloids,Nicotinic acid alkaloids,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875269,ST003348|AN005483|ME875269,Creatine,Creatine,RM0135876,Organic acids,Amino acids and peptides,Amino acids,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875422,ST003348|AN005483|ME875422,Creatinine,Creatinine,RM0028430,Organoheterocyclic compounds,Azoles,Imidazolines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875403,ST003348|AN005483|ME875403,Cyclandelate,Cyclandelate,RM0033104,Benzenoids,Phenylacetic acids,Phenylacetic acids,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875255,ST003348|AN005483|ME875255,Cytosine,Cytosine,RM0050550,Nucleic acids,Pyrimidines,Pyrimidones,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875483,ST003348|AN005483|ME875483,Decaethylene Glycol(PEG-10),Decaethylene glycol,RM0005502,Organic oxygen compounds,Ethers,Polyethylene glycols,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875439,ST003348|AN005483|ME875439,Decanoylcarnitine(AcCa(10:0),CAR 10:0,RM0153849,Fatty Acyls,Fatty esters,Acyl carnitines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875438,ST003348|AN005483|ME875438,Decenoylcarnitine(AcCa(10:1),CAR 10:1,RM0154082,Fatty Acyls,Fatty esters,Acyl carnitines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875564,ST003348|AN005483|ME875564,Decenoylcarnitine(AcCa(10:1) 1,CAR 10:1,RM0154082,Fatty Acyls,Fatty esters,Acyl carnitines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875565,ST003348|AN005483|ME875565,Decenoylcarnitine(AcCa(10:1) 2,CAR 10:1,RM0154082,Fatty Acyls,Fatty esters,Acyl carnitines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875566,ST003348|AN005483|ME875566,Decenoylcarnitine(AcCa(10:1) 3,CAR 10:1,RM0154082,Fatty Acyls,Fatty esters,Acyl carnitines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875265,ST003348|AN005483|ME875265,Dihydrothymine,Dihydrothymine,RM0135880,Organoheterocyclic compounds,Cyclic ureas,Ureides,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875528,ST003348|AN005483|ME875528,Dodecaethylene glycol(PEG-12),,,Unclassified,Unclassified,Unclassified,unmapped_no_refmet_name,not mapped,MW /data refmet_name; no exact classification-cache match,False,No explicit stable-isotope suffix detected,Retain for within-study PCA; omit from RefMet overlap
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875450,ST003348|AN005483|ME875450,Dodecanoylcarnitine(AcCa(12:0),CAR 12:0,RM0154012,Fatty Acyls,Fatty esters,Acyl carnitines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875447,ST003348|AN005483|ME875447,Dodecenoylcarnitine(AcCa(12:1),CAR 12:1,RM0154155,Fatty Acyls,Fatty esters,Acyl carnitines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875293,ST003348|AN005483|ME875293,Dopamine quinone,Dopamine quinone,RM0136377,Organic oxygen compounds,Carbonyl compounds,Other carbonyl compounds,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875476,ST003348|AN005483|ME875476,Eicoseneoylcarnitine(AcCa(20:1),CAR 20:1,RM0154154,Fatty Acyls,Fatty esters,Acyl carnitines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875310,ST003348|AN005483|ME875310,Gabapentin,Gabapentin,RM0128506,Organic acids,Amino acids and peptides,Amino acids,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875267,ST003348|AN005483|ME875267,Glp-Gly,Pyroglutamylglycine,RM0188061,Organic acids,Amino acids and peptides,Dipeptides,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875394,ST003348|AN005483|ME875394,Glu-Leu,Glu-Leu,RM0137520,Organic acids,Amino acids and peptides,Dipeptides,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875424,ST003348|AN005483|ME875424,Glu-Phe,Glu-Phe,RM0129813,Organic acids,Amino acids and peptides,Dipeptides,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875402,ST003348|AN005483|ME875402,Glutarylcarnitine(AcCa(5:0-DC),CAR DC5:0,RM0153962,Fatty Acyls,Fatty esters,Acyl carnitines,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875343,ST003348|AN005483|ME875343,Gly-Glu,Gly-Glu,RM0130267,Organic acids,Amino acids and peptides,Dipeptides,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875330,ST003348|AN005483|ME875330,Gly-Leu,Gly-Leu,RM0129881,Organic acids,Amino acids and peptides,Dipeptides,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875356,ST003348|AN005483|ME875356,Gly-Phe,Gly-Phe,RM0130444,Organic acids,Amino acids and peptides,Dipeptides,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875390,ST003348|AN005483|ME875390,Glycerophosphocholine,sn-Glycero-3-phosphocholine,RM0110472,Organic acids,Organic phosphoric acids,Organic phosphoric acids,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875567,ST003348|AN005483|ME875567,Glycerylphosphorylethanolamine,sn-Glycero-3-phosphoethanolamine,RM0157553,Organic acids,Organic phosphoric acids,Organic phosphoric acids,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
ST003348,exercise,AN005483,Reversed phase POSITIVE ION MODE,ME875536,ST003348|AN005483|ME875536,Hematoporphyrin,Hematoporphyrin,RM0118321,Organoheterocyclic compounds,Porphyrins,Porphyrins,mapped_by_repository_refmet_field,repository-provided; exact class-name lookup; not independently verified,MW /data refmet_name; RefMet classification cache exact-name match,False,No explicit stable-isotope suffix detected,Retain as biological candidate; preserve analysis identity
